keyword,sort_label,sort_name,rank,channel_name,channel_url,channel_id,country,followers,estimate_video_views,tags,latest_videos,judgment,badcase_type,note
"marathon","default","默认排序","22","New York Road Runners","https://cn--pb.noxinfluencer.com/youtube/channel/UCRnD_B4xWEBivdTS4IR3Owg","UCRnD_B4xWEBivdTS4IR3Owg","US","18200","3072","society | sports | health | tcsnycmarathon | nyrr | lifestyle | marathon | nyc | tcs | rbcbrooklynhalf","The Future of Set the Pace || Exciting Changes Are Coming for Set the Pace","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","23","Mo Abdin","https://cn--pb.noxinfluencer.com/youtube/channel/UC0FbZhf0nsxbSfU4pVrKivQ","UC0FbZhf0nsxbSfU4pVrKivQ","UK","10800","6949","health | sports | running | fitness | marathon | marathontraining | motivation | chicago marathon | training | runner","Working for the fastest growing running brand || 100 Miles Later | ASICS Superblast 3","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","24","Clayton Young","https://cn--pb.noxinfluencer.com/youtube/channel/UCH-IFmmrHATR37Dj7umRdBg","UCH-IFmmrHATR37Dj7umRdBg","US","40100","56930","athletics | running | olympics | marathontraining | sports | marathon | paris2024 | roadtoparis | training | asics","Roll the Dice | Boston 2026 Marathon Build: Episode 2 || Team Brooks | Boston 2026 Marathon Build: Episode 1","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","25","Flora Beverley","https://cn--pb.noxinfluencer.com/youtube/channel/UCJ9i30yMclSeBacaB9Jd0eg","UCJ9i30yMclSeBacaB9Jd0eg","UK","51900","6143","sports | fitness | vegan | marathon | hobby | ultra marathon | ultramarathon | food | ultra | foodfitnessflora","My Longest Run This Year! 25km long run || 16km Long Run chit chat | Gorpcore & influencers","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","26","nico🫶","https://cn--pb.noxinfluencer.com/youtube/channel/UCnREM-ugqmmBTr0HsY_RnpA","UCnREM-ugqmmBTr0HsY_RnpA","OTHERS","31200","52274","runner | running | sports | runningmotivation | run | marathon | fitness | motivation | marathontraining | marathonrunner","idk what’s in this song but it’s ADDICTIVE || it be like that sometimes😭","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","27","Ethio Athletics | ኢትዮ አትሌቲክስ","https://cn--pb.noxinfluencer.com/youtube/channel/UC3HddB5u_3uvZHrSUM20xgg","UC3HddB5u_3uvZHrSUM20xgg","US","20700","19509","sports | athletics | running | marathon | ethiopia | habesha | trackandfield | ethiopian | distancerunning | worldathletics","ኢትዮጵያዊቷ ጀግና ልቅና አምባው ኬንያውያኑን በዝረራ አስከትላ ገባች | Ethiopia's Likina Amebaw Destroy Berlin Half Marathon || የቀነኒሳና የደራርቱ ተተኪዎች በ10,000 ሜትር ፍፃሜ ነገሱ | 10,000m FULL RACE | Ethiopian Championships 10,000m Finals","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","28","Alvarez Films RUNNING","https://cn--pb.noxinfluencer.com/youtube/channel/UCH1ph2uYG27i6g2S6ms2fBQ","UCH1ph2uYG27i6g2S6ms2fBQ","LT","34900","30590","sports | marathon | running | runner | nike | adidas | adidasrunning | nikerunning | shoes | halfmarathon","Almost, but not today. || Who is working harder?","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","29","Serious Runner","https://cn--pb.noxinfluencer.com/youtube/channel/UCpg3mLzl274F5LaOx99N0Zw","UCpg3mLzl274F5LaOx99N0Zw","US","12900","2630","running | seriousrunner | sports | marathontraining | training | marathon | marathon training | runner | serio | serious","Are you a Runner or a Jogger?! || A Very Serious Christmas Running Special! (re-release)","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","30","Bigger Than Running","https://cn--pb.noxinfluencer.com/youtube/channel/UC3NNbHoJiqnHYZjuYwQRbOA","UC3NNbHoJiqnHYZjuYwQRbOA","UK","29200","3818","shoes | fashion | shoetuber | running | runningshoereview | review | shoereview | running shoe review | runningshoe | marathon","Tokyo Marathon 2026: Everything Before The Race || TOKYO Marathon 2026: Part 1| Travel","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","31","The FOD Runner","https://cn--pb.noxinfluencer.com/youtube/channel/UCcPagJur6wcbV5kej6mwG_A","UCcPagJur6wcbV5kej6mwG_A","UK","37500","7198","fodrunner | training | sports | marathontraining | health | shoes | runningshorts | running | marathon training | marathon","100 AND OUT?! ASICS METASPEED SKY TOKYO AFTER 100 MILES REVIEW || TEARING MY FEET APART?! ASICS MEGABLAST 100 MILE REVIEW","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","32","Ismanon","https://cn--pb.noxinfluencer.com/youtube/channel/UC3e9inCDGNuIfFUDSPo-zJg","UC3e9inCDGNuIfFUDSPo-zJg","OTHERS","382000","19688","correr | run | running | corredor | runner | sports | deporte | exercise | atleta | atletismo","Día duro hoy pero muy bien salvado, esto sigueee 🎡🫶👏🏻 || Etiqueta a ese amigo y qué número es🤣🏃🏽‍♂️👏🏻 #correr #running #corredores #10km #runners","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","33","Marathon Handbook","https://cn--pb.noxinfluencer.com/youtube/channel/UCJaGVXG4KgOUXUtcmAHAOdA","UCJaGVXG4KgOUXUtcmAHAOdA","US","36500","5929","shoes | fashion | runningshoes | running | running shoes | marathon | trailrunning | best running shoes | nike | health","People who DON’T run with water #run #marathon #runhumour || Jess McClain Interview: The Half Marathon Controversy & Chasing the Boston Podium","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","34","Lee Grantham","https://cn--pb.noxinfluencer.com/youtube/channel/UCOkr7kGEe0RObPCuMG0S1gg","UCOkr7kGEe0RObPCuMG0S1gg","US","46500","7051","tips | training | health | runningtips | fitness | marathontraining | sports | running | marathon training | marathon","Runners Skip This Then Wonder Why They're Broken || 24 minutes feels impossible until you stop complaining. #running","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","35","Liz Newcomer","https://cn--pb.noxinfluencer.com/youtube/channel/UCcD02z0jLLIs3aCIvyzxq1g","UCcD02z0jLLIs3aCIvyzxq1g","OTHERS","8540","6144","sports | health | runner | running | run | resiliency in running | shoes | marathon | marathon training | fitness","HITTING RESET BACK IN LONDON || HOW TO SPEND 24 HOURS IN OSAKA, JAPAN","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","36","Coursptitetomate","https://cn--pb.noxinfluencer.com/youtube/channel/UCdwij_9204JVijRjl7FLhsA","UCdwij_9204JVijRjl7FLhsA","FR","35900","72641","courir | trail | running | courseapied | sports | marathon | course | pied | course a pied | fashion","Qui est là ce week-end ?? || Une séance avec moi à 7 mois 🌸🐣 #courir #grossesse","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","37","Jeremy Miller","https://cn--pb.noxinfluencer.com/youtube/channel/UCWf22vfOkDc7FTOrkdKI2rw","UCWf22vfOkDc7FTOrkdKI2rw","US","336000","95625","health | shoes | fitness | training | nike | how to | inspiration | motivation | nutrition | marathon","Let’s Run Through The Shire! (Hobbiton Half Marathon) || Let’s Run 21km in The Shire! (Hobbiton Halfling Marathon)","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","38","Luis Orta","https://cn--pb.noxinfluencer.com/youtube/channel/UC6NN9kkfqx2bDP3GGI3Bydw","UC6NN9kkfqx2bDP3GGI3Bydw","PL","113000","10162","training | sports | marathon | running | longrun | trainingadvice | kenyanrunners | kenya | lifestyle | health","ROAD TO BOSTON MARATHON (4x2K) | MARATHON TRAINING MIAMI || ROAD TO BOSTON MARATHON (8x800m) | MARATHON TRAINING MIAMI","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","39","Chandler Junk","https://cn--pb.noxinfluencer.com/youtube/channel/UCSUz8T9OEoBHPwWFwnWWbfA","UCSUz8T9OEoBHPwWFwnWWbfA","US","5060","5498","fitness | running | sports | runningcommunity | health | runner | marathon | training | run | runners","Guess what…it’s 100% EV too 😅 || just trying to be a hybrid rock star","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","40","Ben Is Running","https://cn--pb.noxinfluencer.com/youtube/channel/UC-vlZFFRyWKx-d3LpoAhNfg","UC-vlZFFRyWKx-d3LpoAhNfg","UK","150000","52159","training | sports | shoes | running | race day vlog | half marathon | marathon | shoe review | 5k | 10k","New Balance Ellipse After 100km | Full Review || LAST Week Before My SUB 65 Half Marathon ATTEMPT!","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","41","まかランビューティー","https://cn--pb.noxinfluencer.com/youtube/channel/UCzNkos_lTKTMA6-L3_ueXzw","UCzNkos_lTKTMA6-L3_ueXzw","JP","17500","12102","マラソン | ランニング | marathon | vlog | running | sports | やすまるだし公式アンバサダー | marathontraining | マラソン練習 | ヘアメイク","【ふくい桜マラソン2026】猛暑のなか耐えて、耐えて、、耐え抜いた42.195km || 今シーズン最後のマラソンに向けて、最後の距離走を走ってきた日のVlog","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","42","beFinisher","https://cn--pb.noxinfluencer.com/youtube/channel/UCIErux-16oEoTZ6Jtxs7jjw","UCIErux-16oEoTZ6Jtxs7jjw","ES","73800","5179","sports | running | befinisher | correr | trail running | trail | trailrunning | exercise | garmin | marathon","¡Tu COROS ahora es MEJOR! 🔥 Probamos la brutal actualización de Marzo 2026 || Cómo afronto mi LESIÓN y el plan para VOLVER 🔥 | Un Café con beFinisher","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","43","Esco a Correre","https://cn--pb.noxinfluencer.com/youtube/channel/UCML5yV4U9EpPs7QOOHcbirg","UCML5yV4U9EpPs7QOOHcbirg","IT","75000","3524","running | correre | health | sports | maratona | fashion | society | lifestyle | trail running | hobby","Stesso allenamento, risultati opposti (ecco perché) || Le migliori scarpe massimaliste in questo momento","adjacent","","频道属于泛运动/装备/补水场景，和 marathon 存在弱相关。"
"marathon","default","默认排序","44","Marcos Praveen Teotia","https://cn--pb.noxinfluencer.com/youtube/channel/UCzE4TTwjde86xFLZPtcdXcw","UCzE4TTwjde86xFLZPtcdXcw","IN","73900","2493","fitness | health | running | marathon | motivation | marcospraveenteotia | run | society | training | sports","Biceps Exercises Today. Biceps are most important part of Arms. Less Weight exercises #viralvideo || 29 Pull-ups Record Today. Pull-up & Chin-up #pullups #pullupworkout","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","45","션과 함께","https://cn--pb.noxinfluencer.com/youtube/channel/UCvzGYMVP5h9CTV8LdtEQUww","UCvzGYMVP5h9CTV8LdtEQUww","KR","481000","169048","지누션 | 션티비 | 션정혜영 | 정혜영션 | shoes | fitness | 라이딩 | 션 운동 | sean | marathon","션❤️정혜영 부부 동반 마라톤 결과 #shorts || 놀라게 회복한 이봉주 근황 #shorts","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","46","Running Raw","https://cn--pb.noxinfluencer.com/youtube/channel/UCTlf3xFtH2G7vGlZpERweJg","UCTlf3xFtH2G7vGlZpERweJg","US","43100","394","motivation | vegan | diet | health | nutrition | training | exercise | running | fitness | marathon","What Olympic Gold Medalists Do That You Can Too (No Willpower Required) || Start Your Watch, Stop Procrastinating: A Simple Hack to Get Moving","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","47","Kellogs On The Run","https://cn--pb.noxinfluencer.com/youtube/channel/UCZH9aVWXpw_3071o05ao_UQ","UCZH9aVWXpw_3071o05ao_UQ","UK","7500","1919","sports | running | marathon training | kellogs on the run | marathon | health | boston marathon | lifestyle | hobby | boston qualifying","FOREST OF DEAN AUTUMN HALF MARATHON | A Hidden Gem Of a Trail Race? Running for JOY! || From Race FAIL to PB? Cardiff 10k | Road to Valencia Marathon Begins.","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","48","TRACK SPORTS ENT","https://cn--pb.noxinfluencer.com/youtube/channel/UC5ohHXfUy1luLB-6q8ZBjsA","UC5ohHXfUy1luLB-6q8ZBjsA","OTHERS","125000","0","sports | running | athletics | trackandfield | track | track and field | field | sherickajackson | ferdinandomanyala | marathon","Surprised Switch By Stona, Rajindra, Pinnock and Hibbert | More to Come , Who’s Next? || They Will Change Track as We Know It | GOUT vs WALAZA  | Usain Bolt Comparison","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","49","Michael Ottesen","https://cn--pb.noxinfluencer.com/youtube/channel/UCUs5_6FFnYfV2pJf0zGmilQ","UCUs5_6FFnYfV2pJf0zGmilQ","OTHERS","31000","22365","runner | marathoner | sports | marathon | running | fitness | health | trackandfield | canpamttdipmiocy | lifestyle","How to Run Long Runs the RIGHT WAY || I'm in the PRO Field at a World Major!","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","50","Drevenyák Dávid","https://cn--pb.noxinfluencer.com/youtube/channel/UCa93a4sXE_4_8KL3KlSay0A","UCa93a4sXE_4_8KL3KlSay0A","OTHERS","11600","13791","sports | futás | running | sport | health | food | maraton | marathon | verseny | motiváció","Mi a különbség a gélek között? || Egyéni csúcsot futottam félmaratonon","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","51","Stephen Scullion - Olympic marathoner","https://cn--pb.noxinfluencer.com/youtube/channel/UCsHz7-4pMsCY_ZrsjHrx2-g","UCsHz7-4pMsCY_ZrsjHrx2-g","UK","153000","19812","health | fitness | half marathon training | marathon training plan | couch to 5k | injury prevention | threshold training running | threshold running | advice for half marathon | marathon","Why So Many Runners Get Injured in Super Shoes! || Racing a 10k - Everything has changed.","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","52","Carlos Rojo Running","https://cn--pb.noxinfluencer.com/youtube/channel/UCh1_oYUPkIC2uU8C_mZPOgw","UCh1_oYUPkIC2uU8C_mZPOgw","ES","206000","9108","running | runner | corredores | runners | maratón | correr | entrenamiento | shoes | training | nike","Ya con eso llegamos finos no? 😂@academiarunningmaster  🚀 || Por qué no se te va la fascitis plantar.","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","53","Nick Bester","https://cn--pb.noxinfluencer.com/youtube/channel/UCIjodR4qQsEwUYnfSmqmYDQ","UCIjodR4qQsEwUYnfSmqmYDQ","UK","69000","28298","running | health | adidas | runningtips | run | tips | lifestyle | running tips | sports | motivation","Will this INJURY be the END OF ME?! || Tokyo marathon 2026: RACE RECAP","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","54","VAS TV","https://cn--pb.noxinfluencer.com/youtube/channel/UCtlEZd3KCnMQQF_2puCs12g","UCtlEZd3KCnMQQF_2puCs12g","KR","14200","3568","러닝 | running | sports | korea | 미드풋 | 달리기 | nike | 나이키 | 마라톤 | marathon","K마라톤 하프 러닝 1시간19분27초 페이스 3분45초 || 트레드밀 러닝 속도 16 5km 3분45초 페이스 18분45초","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","55","Sota Maehara RUNNING","https://cn--pb.noxinfluencer.com/youtube/channel/UCoxkdP_f_KXNx_tZC-65bhg","UCoxkdP_f_KXNx_tZC-65bhg","AU","18100","4493","running | sydney | training | nike | athlete | japan | shoe | runner | australia | marathon","I Tried the COROS Fitness Test... It was BRUTAL || The Biggest Running Myth (Heel Striking Explained)","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","56","Brooks Running","https://cn--pb.noxinfluencer.com/youtube/channel/UCron52kXo7EQyV2Zcx-sb4A","UCron52kXo7EQyV2Zcx-sb4A","US","27400","3755","running | brooksrunning | runhappy | shoes | sports | brooks | run happy | brooks running | fashion | marathon","A Love Letter to the Run: Brooks x Cynthia Erivo || The next era is here. Welcome to the Brooks Team, Clayton!","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","57","Adam Wood","https://cn--pb.noxinfluencer.com/youtube/channel/UCg6MRrJenyf88PTj0HMthSg","UCg6MRrJenyf88PTj0HMthSg","OTHERS","103000","59178","sports | athletics | running | d1athlete | runner | crosscountry | athlete | d1 athlete | trackandfield | cross","My first RACE of the Year (Not what I imagined) || Marathon Setback | RUNNERS KNEE | Project Rotterdam Ep. 3","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","58","러닝BK","https://cn--pb.noxinfluencer.com/youtube/channel/UCDfHbOuwsUrqyK4pg4Q4CXg","UCDfHbOuwsUrqyK4pg4Q4CXg","KR","17300","10590","트레일러닝 | 마라톤 | 러닝 | run | marathon | trailrunning | elite | sports | running | trail","업힐과 다운힐 배워보기 #러닝BK || 달리기 전 필수운동!","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
"marathon","default","默认排序","59","All Heart RC","https://cn--pb.noxinfluencer.com/youtube/channel/UC3fyDlIZ8e94mEdRr3ckIqA","UC3fyDlIZ8e94mEdRr3ckIqA","US","9460","3066","marathon | sports | running | marathontraining | training | health | fitness | endurancetraining | keto | distancerunning","20260401 TEMPO RUNS AINT EASY || 9 MILES W 900 FEET VERTICAL GAIN","fit","","频道标签与最近内容都集中在跑步/马拉松主题。"
